doi,paragraph,synthesis_label
10.1016/j.apsusc.2021.149790,"Initially, the NGN was uniformly dispersed in 100 mL deionized water at room temperature by ultra-sonication for 1 h. Subsequently, Cu (NO3)2?3H2O and Zn(NO3)2?6H2O were added into the NGN solution. The resulting mixture was stirred at 70 ?C for 10 min to ensure the complete mixing of Zn(NO3)2?6H2O and Cu(NO3)2?3H2O. Subsequently, 1 M sodium carbonate solution was added dropwise under constant stirring as a precipitating agent and the pH of the solution was adjusted to 11 and stirring was continued for 5 h. Later, precipitate was recovered by centrifugation and subsequent washing with ethanol and water. Further, precipitate was kept in a hot air oven at 100 ?C for 12 h to remove moisture and any volatiles. Finally, the product was calcined in a tubular furnace under air atmosphere at 350 ?C for 2 h with a heating rate of 5 ?C min? 1. After calcination, the product was stored in air tight bottle for further use. In order to investigate the effect of oxide derived Zn weight % in the oxide derived CuZnx/NGN electrocatalysts, the Zn (NO3)2?6H2O amount was varied in stoichiometric proportion and CuO loading was fixed to 20% as given in Section S1.1 and Table S1 of supplementary file. The obtained products are denoted as CuZnx/NGN; where x is an expected loading % of ZnO in CuZnx/NGN. For the control experiment, the CuO/NGN, ZnO/NGN and CuZn20 was prepared using the same procedure as described above without addition of Zn (NO3)2?6H2O, Cu(NO3)2?3H2O, and NGN respectively. The schematic illustration for preparation of CuZnx/NGN is shown in Fig. 1.",1
10.1016/j.carbon.2020.06.088,"Synthesis of Catalyst. Typically, chitosan was carbonized at 400 for 1 h with a heating rate of 5 min-1 in a tube furnace under N2 atmosphere. Then, 2.0 g carbonized chitosan, 2.0 g KOH, and 1.0 g CuCl2﹞2H2O were dissolved in deionized water (80 mL) and vigorously stirred for 12 h. The solution was evaporated until a slurry formed and further heated to 900 in a tube furnace under N2 atmosphere for 1 h with a heating rate of 5 min-1. The obtained black power was dispersed into a 1 M HCl solution with refluxing at 120 for 12 h to remove metal residue, followed by deionized water washing and collected by filtrating (characterizations of catalysts before HCl etching were supplied in Supplement Materials). The obtained sample is denoted as Cu SAs/NC. For comparison, Cu NPs/NC and NC were also fabricated via the same procedure but with 4.0 g CuCl2﹞2H2O and without CuCl2﹞H2O addition, respectively.",1
10.1016/j.cattod.2014.08.008,"Commercially available Cu sheets purchased from Alfa Aesar ere cut in to 1 cm2 strips. The sheets were polished with 220 esh emery paper for a minute, and washed with acetone and istilled water. The etching on pretreated copper foil was carried ut at a potential of 2.3 V between two Cu electrodes for 2 min in .5 M H3PO4 [14]. During etching, the impurities were eliminated nd the effect of such concentrated electrolyte alters the surface orphology and thus leaves a number of low coordinated sites 12,15,16].",1
10.1016/j.cattod.2014.08.008,"Constant voltage technique was employed for depositing Cu at 0.3 V (vs. Ag/AgCl) for 5 min in a three electrode setup containing retreated Cu as the working electrode and Pt as counter electrode. he electrolytic bath consists of 0.25 M and 0.025 M CuSO4 solution ith pH adjusted to 1 with H2SO4 [17]. The weight % of Cu deposited rom 0.25 M and 0.025 M CuSO4 solution was 1.58% and 0.158% with espect to the base copper, respectively. Deposition was repeated or uniformity and characterized by SEM and XRD. .3.1. X-ray diffraction The XRD patterns of the deposited electrodes were obtained ith high resolution X-ray diffractometer (PAN analytical X＊pert RO), using Cu K radiation at 45 kV and 20 mA. The scan rate was .04? min?1 in the range 2 = 10每90?. .3.2. Scanning electron microscopy (SEM)",1
10.1016/j.cattod.2019.02.045,"After drying overnight at 110 ～C, the samples were calcined under 10 vol%O2/N2 flow. The oven was ramped 2 K/min to the target temperature and kept at the calcination temperature (300 ～C or 350 ～C) for 2 h. Then, the oven was set to the reduction temperature and the reactor was purged with argon before the flow of H2 was introduced. The samples were reduced under H2 flow for 5 h, cooled to room temperature and passivated for 2 h with 0.5 vol% O2 in Ar. Details about nominal catalyst composition and calcination, as well as reduction temperature are given in Table 1. A set of catalysts were also prepared by standard impregnation of copper nitrate aqueous solution on ZnO/CNT for comparison. Catalysts used for stability measurements were prepared by incipient wetness impregnation of copper nitrate salt on ZnO/CNT.",1
10.1016/j.cattod.2019.03.025,"The electrocatalytic Cu HFs are prepared according to the procedure developed by Kas et al. [4]. In brief, Cu powder (Skyspring nanomaterials, particle size= 1-2 米m; purity= 99 %) as catalyst precursor, N-methylpyrrolidone (NMP, Sigma Aldrich, 99.5 wt%) as solvent, and polyetherimide (PEI, General Electric, Ultem 1000) as polymer are mixed with a weight percent of 71 %, 22 % and 7 %, respectively. The catalyst precursor is first added to the NMP solution, followed by continuous agitation in an ultrasonic bath for 30 min. The addition of PEI is carried out afterwards and the resulting mixture is finally heated (at 60 oC) and stirred for, at least, 2 h. The solution is then stirred overnight and then, vacuum is applied for approximately 1 h. The spinning process (spinneret with inner and outer diameters of 0.8 mm and 2 mm, respectively) is performed at room temperature using a stainless steel vessel. A coagulation bath is utilised to collect the fibres once the mixture is pressed through the spinneret while deionized water is pumped (30 mlmin-1) through the bore of the spinneret. The distance between the spinneret outlet and the coagulation bath level (i.e. air gap) is set at around 1 cm. The obtained Cu HFs are kept into the coagulation bath for 24 h in order to remove NMP traces. After the drying step at room temperature for 1 day, the fibres are thermally treated at 600 oC for 3 h to remove traces of PEI as well as for Cu sintering, resulting in a porous CuO HF. Finally, the oxidised HFs are reduced by hydrogenation (4 % H2) at 280 oC in Ar atmosphere for 1 h, using a tube furnace.",1
10.1016/j.cattod.2019.03.025,"The functionalisation of the Cu HFs is carried out through electrodeposition experiments in inert atmosphere while flowing N2 gas through the hollow fibre. An undivided three-electrode cell (working electrode: Cu HF; counter electrode: Pt wire; reference electrode: Ag/AgCl 3M NaCl) is used to obtain the bimetallic electrocatalysts. A solution of HAuCl4 (0.1 g/L) and 0.5 M H2SO4 (1:1 v/v) is used for Au electrodeposition at -0.9 V vs. Ag/AgCl for 10 min (current density of about 116 mAcm2). On the other hand, an aqueous solution 50 mM of Ni(NO3)2﹞6H2O is used as electrolyte to functionalise Cu HFs with Ni at -1 V vs. Ag/AgCl for 15 min (current density of 2.5 mAcm-2).",1
10.1016/j.cattod.2020.09.020,"Carbon supported CuO (CuO@C) nanoparticles were prepared via incipient wetness impregnation followed by drying and heat treatment.[24每27] 1 gram of graphite nanoplatelets (GNP500) was dried under vacuum at 120～C for 2 hours and subsequently impregnated with an aqueous Cu(NO3)2 ﹞ 3 H2O solution in 0.1 M HNO3. The volume used for impregnation corresponded to the total pore volume of the support, as determined with N2-physisorption. A weight loading of 20wt% Cu was used for all samples. After impregnation, the sample was left to dry overnight at room temperature under vacuum. Then the sample was transferred into a tubular reactor and heat treated at 230～C for 2 hours under a N2 flow (200 mL/min) to decompose the Cu(NO3)2 into CuO nanoparticles.",1
10.1016/j.cattod.2020.09.020,"To obtain carbon supported CuS (CuS@C) nanoparticles, 400 mg of carbon supported CuO was dispersed into 40 mL demineralized water in a 100 mL roundbottom flask and heated to 120～C. At a temperature of 90～C, 10 mL of an aqueous thioacetamide solution was gradually added to the mixture, using a Cu:S molar ratio of 1:1.1. The mixture was left to reflux for 2 hours at 120～C. After 2 hours, the mixture was left to cool down and subsequently washed with demineralized water and acetone using vacuum filtration. The samples were then dried under vacuum for 2 hours.",1
10.1016/j.cattod.2020.09.020,"Supported CuS and Cu2S catalysts were prepared via a novel, two-step synthesis route, in which carbon supported CuO nanoparticles (CuO@C) were converted into carbon supported CuS (CuS@C) or Cu2S (Cu2S@C) nanoparticles. This approach was chosen in order to investigate whether the nanoparticle size of the CuO@C sample could be maintained in the CuS@C and Cu2S@C samples. Figure 1 shows the X-ray diffractograms of CuO@C, CuS@C, Cu2S@C and of bare carbon as a reference. For all four samples, diffraction lines are observed at 30.6～ and 64.1～, which can be ascribed to the crystalline graphite support, which clearly was not damaged by the treatments. The CuO@C sample shows additional diffraction lines at 41.5～, 45.3～ and 57.0～, which can be indexed with the monoclinic structure of CuO (PDF-01-070-6831 (ICDD, 2019) [30]). Upon sulfidation using thioacetamide, the diffraction pattern shows clear diffraction lines at 34.1～, 37.1～, 38.3～ and 56.3～, which is consistent with the hexagonal CuS covellite structure (PDF-00-006-0464 (ICDD, 2019) [30]). The formation of metal sulfides using TAA has been described before and two different mechanisms are proposed.[31每33] CuS can be formed in a direct reaction, via the formation and subsequent decomposition of Cu-TAA complexes, or via a hydrolysis reaction, where the hydrolysis of TAA yields H2S and H2S subsequently reacts with Cu2+ (either dissolved or in CuO nanoparticles) to form CuS.",1
10.1016/j.cclet.2018.07.003,"The electrode was prepared by printing a catalyst precursor ink uniformly onto a PTFE treated carbon paper (Supporting information). Large particles with the size of 1.5-2.5 米m were formed initially (Fig. 1a). XRD indicates that CuCl2?2H2O (eriochalcite) was formed with other unknown species during the electrode-preparation processes (Fig. 1k). After CRR for ca. 1 h, the large particles were transformed into smaller ones with the size of 150-350 nm (Fig. 1b). Flower-like aggregates of these particles were observed. High-magnification SEM and TEM images (Figs. 1c and d) show the formation of cuboid particles. XRD indicates the presence of both copper and cuprous oxide (Fig. 1k). The high-resolution TEM image in Fig.1e shows lattice fringe spacing of 0.21 nm and 0.31 nm, indexed to Cu2O (2 0 0) and (1 1 0) facet direction, respectively, as well as lattice fringe spacing of 0.184 nm and 0.203 nm corresponding to Cu (2 0 0) and Cu (1 1 1), respectively. SAED further confirms the existence of both copper and cuprous oxide (Fig. 1f). Scanning transmission electron microscopy equipped with energy dispersive X-ray spectroscopy (STEM-EDS) shows that copper element distributes densely on the whole particle, while oxygen element is less dense (Figs. 1g-j). The combined results of STEM-EDS and HRTEM suggest a random mixture of copper and cuprous oxide at the shell of the cuboid particles.",1
10.1016/j.cej.2016.04.037,"The catalysts were prepared on a Cu foil substrate using an electrodeposition method. KAg(CN)2 and CuCN were used as the Ag and Cu precursors, respectively, for electrodeposition, with KCN playing the role of a complexing agent. The concentrations of KCN and CuCN were fixed at 0.4 M and 0.2 M, respectively, while various concentrations of KAg(CN)2 from 10 mM to 30 mM were used in order to vary the composition ratios of Ag and Cu. Pure Ag and pure Cu electrodes were also prepared as controls. 0.5 M KCN and 0.1 M KAg(CN)2 were used for the deposition of pure Ag, while 0.2 M KCN and 0.1 M CuCN were used for the deposition of pure Cu.",1
10.1016/j.cej.2020.125879,"Material. All chemical reagents were used as received without further purification. Copper (II) acetate monohydrate (Cu(OAc)2﹞H2O), Pluronic F-127, tannin acid, and potassium bicarbonate (KHCO3) were purchased from Aladdin Reagent Co., Ltd. Ethanol was obtained from Sinopharm Chemical Reagent Co., Ltd. Ultrapure water (18.2 M次) was supplied by a UP water purification system. Nafion solution (5 wt%) and carbon paper (HCP 030) were acquired from Sigma-Aldrich and Shanghai Hesen Electric Co., Ltd, respectively. Carbon dioxide (99.999%) and nitrogen (99.999%) were purchased from Nanchang Guoteng Gas Co., Ltd. Catalyst preparation. In a typical synthesis, tannin acid (1.0 g) and Pluronic F-127 (1.0 g) were added to an agate jar (50 ml) with 10 grinding beads (4 ℅ diameter 1.2 cm and 6 ℅ diameter 0.6 cm). The jar was placed in a planetary ball mill (QM-3SP04) with the rotating speed of 360 rounds min-1. After milling for 30 min, a certain amount of Cu(OAc)2﹞H2O was added to the jar and milled for another 30 min. The obtained gellike mixture was washed thoroughly with ethanol and ultrapure water, followed by vacuum drying at 60 ⊥ overnight. Then, the products were carbonized in a tube furnace 7 at 600 ⊥ for 2 h with a heating rate of 5 ⊥ min-1 under N2 atmosphere. The samples with 1, 3, and 5 mmol Cu(OAc)2﹞H2O loading were denoted as Cu NPs-1@C, Cu NPs3@C, and Cu NPs-5@C, respectively. Electrochemical tests. All electrochemical measurements were conducted on an electrochemical workstation (CHI 630E). A Pt foil (2 ℅ 2 cm) and saturated Ag/AgCl were utilized as the counter and reference electrode, respectively. All potentials were converted to reversible hydrogen electrode (RHE) using the formula of E (V vs. RHE) = E (V vs. Ag/AgCl) + 0.197 V + 0.0591 ℅ pH. The working electrode was prepared by mixing active material (10 mg), carbon black (10 mg), 5 % Nafion solution (100 米L), and ethanol (1 mL) under sonication for 2 h and painted homogeneously (100 米L) onto a carbon paper (1 ℅ 1 cm2) as with a catalyst loading mass about 1 mg cm-2. The CO2RR experiments were performed on a two-compartment electrochemical cell at ambient conditions and separated by an anion exchange membrane (Nafion?, 212) to avoid the oxidation of CO2 reduction products. Each chamber contained 20 mL 0.1 M KHCO3 electrolyte and 30 mL headspace. Before each electrolysis test, the cathodic electrolyte was saturated by bubbling CO2 gas for at least 30 min (pH = 6.8). During the reaction, CO2 gas was continuously purged at a flow rate of 20 mL min-1. The gas products were delivered into online gas chromatography (GC, Agilent 7890 B), and H2 and CO were analyzed by a Haysep Q column packed TCD detector, hydrocarbons were surveyed by an Alumina column packed FID detector. The catholyte after electrolysis was collected and quantified via 1H nuclear magnetic resonance 8 spectroscopy (NMR, Bruker, Avance 400) with a water suppression method.",1
10.1016/j.cej.2020.126842,"In a typical procedure, a mixture of Zn(NO3)2﹞6H2O (11.9 g) and Cu (OAc)2﹞H2O (798.6mg) was dissolved in methanol (300mL) under vigorous stirring for 10min and ultrasound for 5min. The mixture was subsequently added into methanol (150mL) solution in which 2-MeIM (13.14 g) was dissolved. After stirring for 15min, the mixture was kept at room temperature without agitating for 12 h. Next, the Cu/Zn-ZIF nanoparticles (NPs) were collected by centrifugation (9000 rpm, 7min) and thoroughly washed with DMF and methanol for three times, and dried at 60 ～C under vacuum overnight. Catalysts marked as Cu-Nx-C/T (x and T denote Cu每N coordination number and calcination temperature, respectively) were obtained through pyrolysis in the tube furnace and heated under certain temperature (800, 900, 1000, 1100 ～C) for 3 h at a heating rate of 5 ～Cmin?1 under Ar atmosphere. For comparison, N-C/800 and N-C/1100 was prepared through similar procedure to CuN3-C/800 and Cu-N4-C/1100, respectively, without adding Cu (OAc)2﹞H2O.",1
10.1016/j.cej.2021.128718,"The synthesis of Cu(OH)2 nanowires was performed according to the literature [24]. Each copper foil (1 cm ℅ 2 cm) was ultrasonically cleaned with ethanol then acetone for 5 min each, followed by washing with 2 M hydrochloric acid and deionized water 3℅ each. Finally, each copper foil was dried with N2. Next, each clean copper foil was immersed in a mixture of 4 mL of 10 M aqueous sodium hydroxide solution, 2 mL of 1 M ammonium peroxydisulfate solution and 9 mL of deionized water for 30 min at room temperature. Each treated copper foil was washed with ethanol then deionized water 3℅ each, followed by drying with N2 at room temperature.",1
10.1016/j.cej.2021.128718,"In(NO3)3?9H2O (0.3 g) and 0.3 g H3ImDC were dissolved and vigorously stirred in 20 mL DMF and 20 mL acetonitrile at room temperature for 1 h. Next, 1.47 M aqueous imidazole solution was added, and the solution was stirred for another 0.5 h. The as-obtained copper foil with Cu(OH)2 nanowires was immersed and stirred in the above mixture for 0.5 h and then was transferred to a 100-mL Teflon-lined autoclave and maintained in an oven at 120 ?C for 24 h. After the autoclave was cooled to room temperature, the In-ZMOFs grown on copper foil were washed and dried with N2.",1
10.1016/j.ces.2016.06.035,"The MWCNTs were functionalized with carboxyl groups (COOH) using nitric acid to enhance the properties of the MWCNTs. One gram of carbon nanotubes was sonicated in 75 ml of concentrated HNO3 for 30 min and then heated at 120 o C for 48 h with vigorous stirring [39]每 [41]. The mixture was allowed to cool to room temperature and washed with deionized water 5 times in a centrifuge (CR22GIII, Hitachi) at 12000 rpm. Then, the functionalized MWCNTs were dried and placed in a vacuum oven at 85 o C for 12 hours. The attachment of COOH groups to the surface of the MWCNTs was confirmed by FTIR characterization of the functionalized",1
10.1016/j.ces.2016.06.035,"MWCNTs was prepared by sonicating 1 g of the functionalized MWCNTs in 500 ml of deionized water for 30 minutes to attain a good dispersion. The suspension of the MWCNTs containing Cu ions was then placed in a water bath at 30 o C and allowed the temperature to equilibrate. The desired amount of sodium hydroxide (1.0 M NaOH) was then added and the color of the solution changed to yellowish green, confirming the presence of copper(II) hydroxide (Cu(OH)2). Hydroxylamine hydrochloride (0.1 M NH2OH.HCL) was then introduced rapidly to the yellowish-green MWCNTs suspension, and stirred for 30 min to allow nanocrystal growth. Finally, the suspension was centrifuged at a speed of 4500 rpm for 5 minutes with deionized water to obtain the pure catalyst, which was then dried in vacuum at 75 o C for 12 h. 3.3 Fabrication of the Electrodes and Electrochemical Measurements",1
10.1016/j.chemosphere.2019.124527,"Prism-CuO microspheres: Prism-CuO microspheres were synthesized through hydrothermal method (Pan et al., 2011). In a typical process, 6mL of ammonia solution (25%) and 6mL of ethylene glycol were added into 60mL 0.05M Cu(NO3)2$3H2O solution which was mixed with a magnetic blender for 5min. After then, 15mL of 1M NaOH solution was dropped into the precursor solution and such a mixture was then transferred into 100mL of Teflon-lined stainless-steel autoclaves, followed by heating at 110 C. To detect the self-assembly process of Prism-CuO microspheres, samples were collected at different reaction times (16, 20, and 24 h). The final products were collected by centrifugation and thoroughly washed with ethanol and deionized water. Then, all the products were dried in vacuum oven at 60 C overnight.",1
10.1016/j.chemosphere.2021.130408,"Cu(OH)2 nanotubes were generated in situ on the surface of Cu foam using the alkaline oxidation method reported by Okada et al. (2014). Typically, copper foam (10 mm 20 mm 1.2 mm) was soaked in acetone for 10 min and then washed sequentially with 0.5 M H2SO4 and MQ for 5 min in order to remove the oxide layer and impurities. After drying with N2 gas, the dried clean pristine copper foam (p-Cu) was immersed in a mixture of 10 M NaOH solution (4mL),1M (NH4)2S2O8 solution (4mL) andMQ (7mL), and kept at room temperature for 30 min. After the in situ alkaline oxidation process, copper foam covered with Cu(OH)2 nanotubes (OHeCu) was obtained and then washed with ethanol and MQ for further use. The OHeCu electrode became black after in situ alkaline oxidation, as shown in Fig. SM-1. 2.2.2. In situ fabrication of HKUST-1 on Cu foam from OHeCu The HKUST-1-covered Cu foam electrode was synthesized as follows: OHeCu was soaked in a mixture of MQ (1.8 mL), ethanol (4.67 mL) and H3BTC (0.21 g) for 5 min. During the soaking process, the solution changed from transparent to increasingly blue over time while the color of the electrode changed from black to dark blue (Fig. SM-1), indicating the successful formation of HKUST-1 on Cu foam (HeCu). The HeCu was washed with ethanol and MQ several times and then dried.",1
10.1016/j.colsurfa.2020.124835,"Herein we report Co and Cu based metal hydroxides (Co(OH)2/Cu(OH)2) on carbon nitride (C3N4) surface via replacement of Co nanoparticles (NPs) through galvanic exchange method for electrocatalytic carbon dioxide reduction. The lower value of reduction potential in case of cobalt ([Co+(aq) + 2e? ↙ Co(s)], ?0.28 eV) compared to copper ([Cu2+(aq) +2 e? ↙ Cu(s)], +0.34 eV) makes Co(0) easily susceptible to galvanic exchange process. On the basis of this significant difference in the reduction potential of Cu(0) and Co(0), 0.62 V, Cu2+ can replace Co(0) via galvanic exchange without using any external bias. The synthesis of (Co(OH)2/Cu (OH)2) involves two steps, where in the first step on surface of C3N4, Co NPs were synthesized via reducing of Co2+ ions with a strong reducing agent NaBH4. In presence of aqueous medium, formation of cobalt hydroxide also takes place. In the second step these cobalt nanoparticles on C3N4 were subjected to the process of galvanic exchange in which the sacrificial Co NPs were exchanged by Cu atoms and forming Cu(OH)2 in presence of an aqueous medium. Overall, the whole synthesis process results in deposition of hydroxides of cobalt and copper (C3N4/(Co(OH)2/Cu(OH)2) on C3N4 surface. The synthesized materials were characterized using PXRD, EDS, XPS, TEM and SEM. The two electrocatalysts C3N4/(Co/Co(OH)2 C3N4/(Co(OH)2/Cu(OH)2 were evaluated for their performance towards carbon dioxide reduction. C3N4/(Co(OH)2/Cu(OH)2 showed superior performance with electrocatalytic activity more than three times of C3N4/(Co/Co(OH)2. The product of CO2 electro-reduction was identified, using a rotating ring disc electrode (RRDE) system, to be primarily formate.",1
10.1016/j.elecom.2013.10.023,"To prepare the Cu nanostructured cathodic electrode surfaces, Cu oxide film was first subjected to a thermal procedure. Cathodic electrodeposition of this film to form nanosphericity-nanofibers was then performed in NaOH or H3PO4 solution using a constant potential method. Typically, square pieces of smooth copper foil (99.99% purity, 10 mm ℅ 10 mm, thickness 0.02 mm), used as the working electrodes, were first cleaned by electropolishing at 4.0 V for 5min in 85% phosphoric acid. The electrodes were then annealed in air at a selected temperature for 12h. In this way, the Cu oxide film, containing a mixture of CuO and Cu2O, was formed on the Cu foil surface as shown in Fig. 1A. The electrodes were further electrochemically reduced by applying a potential of ?3.0 V in 1 M NaOH or H3PO4 aqueous solution for 10 min. All of these preparations were performed in a three-electrode cell vs. Ag/AgCl, and the nanostructured electrode surfaces formed at different annealing temperatures then served as catalysts for CO2 electroreduction.",1
10.1016/j.elecom.2019.04.001,"The Cu nanocatalyst was prepared as follows. 1 mL Cu(NO3)2 (5 mM) was pipetted into 20 mL concentrated NaOH solution (15 M) in a glass flask under magnetic stirring at a rate of 250 rpm for 5 min. Then 0.1 mL ethylenediamine (EDA) was added to the above solution. The solution was heated to 70 ～C, and 10.5 米L N2H4 solution (35 wt% in water) was added to the solution with magnetic stirring at a rate of 500 rpm. The temperature and stirring were maintained for another 60 min, then the solid and liquid were separated using a piece of filter membrane (0.45 米m) and a vacuum filtration setup. Plenty of purified water was used to wash the reddish-brown solid left on the filter membrane. The reddish-brown solid was collected and followed by vacuum drying at 60 ～C for 8 h. This was followed by an annealing treatment. The as-prepared copper nanoneedles (CuNNs) were placed in a tube furnace under high purity Ar flowing at a rate of 30 mL/min (the resulting material is referred to as annealed Cu). The annealing temperature was set at 500 ～C for 3 h. For the oxidation treatment, the Ar was replaced by air with other procedures remaining the same (resulting material denoted as OT-Cu). The chemicals were purchased from Sinopharm Chemical Reagent Co., Ltd.",1
10.1016/j.electacta.2014.09.147,"In the synthesis of CuXO nanosphere particles, Copper(II) acetate monohydrate (Cu(Ac)2) from Sinopharm Chemical Reagent Co. (SCR) with 99% purity was used as metal precursor [12], and 2, 5-dimethoxyaniline purchased from Ourchem Information Consulting Co. with 99% purity was used as the reducing agent in dilute aqueous solution under hydro-thermal condition. For a typical synthesis, 40 mL 0.04 M Cu(Ac)2 solution was mixed with 10 mL 0.02 M 2,5-dimethoxyaniline solution under stirring till the mixture becoming dark green. Then such a mixture was transferred to 100 mL of Teflon-lined stainless steel autoclaves, and heated at 180oC for 2 hours. The resulting product was washed by ethanol and then dried overnight. In this way, the CuXO nanosphere particles with special 3-dimension (3D) hierarchical structure were synthesized, as shown in Fig. 1. For the electrochemical reduction of CO2, the CuXO nanosphere particles were coated onto a gas diffusion carbon paper to form the electrode which was used as the working electrode and, put into a three-electrode electrochemical cell for measurements. The detailed measurement AC CE PT ED conditions will be given in the following section. To elucidate the morphology effect, the electrode using CuXO nanoparticles (by hydro-thermal method at 180oC for 15 hours) without any 3D-hierarchical structure was also prepared as the reference and tested under the same measuring conditions.",1
10.1016/j.electacta.2018.02.041,"BDD films were deposited onto Si (111) wafers using a microwave plasma-assisted chemical vapor deposition system (Model AX 5400, CORNES Technology Corp.). The details of the preparation are described elsewhere.20 Electrodeposition of Cu nanoparticles on BDD electrodes were carried out in 10 ml of 0.1 M H2SO4 containing a 1 mM CuSO4 aqueous solution at -0.6 V (vs. Ag/AgCl). The deposition potential was determined by cyclic voltammetry (CV) measurement in a CuSO4 solution on a BDD electrode (Figure S1A). The deposition times were 50 s (Cu-BDD-50), 100 s (Cu-BDD-100), and 300 s (CuBDD-300) (Figure S1B). N2 gas purging was performed for 5 minutes prior to electrodeposition to remove the dissolved oxygen.23 The Cu-BDD electrodes were then rinsed with water and dried at room temperature and pressure for 1 hour, followed by ultrasonication in water for about 5 minutes and dried under N2 gas. Moreover, the modified electrodes were recovered by immersion in an aqua regia solution for 10 minutes followed by ultrasonication in ultrapure water for 15 minutes. Electrode characterization was performed using X-ray photoelectron spectroscopy (XPS), scanning electron microscopy (SEM) (JCM6000, JEOL) before and after electrolysis.",1
10.1016/j.electacta.2018.03.156,"To fabricate thick films of the Cu-Cd bimetallic electrodes, Cu foils were cut to the desired electrode size (1℅2 cm2) and placed in a Teflon shelf to separate from each other firstly. Thereafter, the foils were immersed into 3 M HCl for 2 hours to remove the oxide layer of the Cu surface. Then the foils were sonicated in deionized water, ethanol and acetone for each 15 min by turns, and dried under nitrogen gas. The treated electrodes were placed vertically in a ceramic crucible and thermally oxidized at 773 K for 2 h at the heating rate of 2 ⊥ min-1 under static air in a muffle furnace.",1
10.1016/j.electacta.2018.03.156,"After calcination, the Cu foils were evenly covered with CuxO particles as shown in Fig. S1. Thereafter, the Cd/Cu electrode was prepared through the in situ electrochemical reduction of the thermally oxidized Cu electrodes in 20 ml solution containing 0.05 M CdCl2/0.4 M citric acid (sonicated 15 min before deposition, area immersed into the solution is 1℅1 cm2) at a constant current of -10 mA for 1 h. Then the fabricated electrode was cleaned with deionized water several times, and it was treated electrochemically at the potential of -1.65 V (vs. SCE) in 0.1 M KHCO3 solution saturated with N2 for 45 min.",1
10.1016/j.electacta.2018.07.025,"Copper(I) oxide nanoparticles were synthesized using a lab-scale CHFS system, details of which are described in prior publications [14]. A schematic of the process can be found in supplementary Figure 1 (Figure S1). Briefly, at room temperature solution of 0.1 M copper sulfate pentahydrate mixed with 1 wt% fructose was pumped (via pump 2 at 40 mL min -1 ) to meet a room temperature solution of 0.2 M KOH (via pump 3 at 40 mL min -1 ) under pressure in a T-piece mixer. The combined mixture was then rapidly mixed with a feed of supercritical water at 450 ～C (via pump 1 at 80 mL min-1) inside a confined jet mixer (CJM 1) as denoted in the diagram. The calculated mixing temperature at this point was ‵335 ～C. The CJM was designed to facilitate rapid turbulent mixing (calculated Reynolds number ‵6900) of the feeds and prevent blockages. At the initial mixing point, nanoparticles were rapidly formed and following a residence of ‵0.76 s, they were quenched in a second CJM using a feed of deionized water (delivered via pump 4 at 160 mL min -1 ), with a Reynolds number of ‵ 3300 in the second CJM (in between turbulent and laminar). The nanoparticles were then cooled further in flow via a pipe-in-pipe heat exchanger and subsequently continuously collected at the exit of the back-pressure regulator. The collected slurry was left to settle and the supernatant was decanted off. A nanoparticle paste was obtained that was then cleaned via three centrifugation and DI water washing cycles in 50 mL Falcon tubes (3700 rpm) until the conductivity of the solution was below 50 米S (measured using conductivity meter (Hanna instruments model H198311, Bedfordshire, UK). The concentrated slurry was then freeze-dried with slow heating of the frozen sample from 每 40 ～C to 25 ～C (VirTis Genesis 35 XL Lyophilizer at x10-7 MPa for 24 hours).",1
10.1016/j.electacta.2018.07.025,"Copper(I) oxide nanoparticles were synthesized using a lab-scale CHFS reactor. A 0.1 M copper sulfate pentahydrate with 1 wt% fructose and 0.2 M KOH were used to produce the nanoparticles. The resulting yellow coloured slurry was cleaned and the solids were freezedried. The powder XRD pattern confirmed the presence of pure phase Cu2O with a cubic structure, similar to the standard reference pattern for Cu2O (JCPDS 01-071-3645) (Figure 2 a)). The pattern showed the existence of only the Cu2O phase with no secondary phases from CuO or Cu metal, confirming that the short residence time within the first CJM was sufficient to form pure-phase Cu2O. The sharp peaks indicated the particles were crystalline in nature and the application of the Scherrer equation resulted in a crystallite size of 35 nm. Surface analysis of the Cu2O sample showed the existence of Cu2O (peak 2p3/2 at 932.3 eV) but also the presence of CuO phase, as confirmed from the satellite peaks and the presence of the 2p3/2 peak at 934.8 eV corresponding to CuO (Figure 2 b)). The existence of CuO in the surface analysis suggests the presence of an amorphous CuO layer on the surface of the Cu2O nanoparticles, which was likely not seen in the XRD due to its amorphous nature. This is expected as the surface undergoes oxidation from Cu2O to form amorphous CuO due to the unstable Cu + oxidation state. As-synthesised nano-powders were also characterised by transmission electron microscopy (TEM) (Figure 2 c)) where round crystalline nanoparticles were observed. Bersani et al. synthesized CuO nanoparticles using CHFS where the nanoparticles were crystalline with diameter of 11 ㊣ 4 nm from TEM [14]. The electrochemical behaviour of the as-prepared Cu2O nanoparticles was subsequently examined to evaluate the performance of Cu2O nanoparticles for CO2 conversion.",1
